-33.75,-44,0
-33.39645,-43.65647,0.0003157223
-33.04289,-43.30291,0.0003157223
-32.68934,-42.94936,0.0003157223
-32.33578,-42.59581,0.0003157223
-31.98223,-42.24225,0.0003157223
-31.62868,-41.8887,0.0003157223
-31.27512,-41.53514,0.0003157223
-30.92157,-41.18159,0.0003157223
-30.56802,-40.82804,0.0003157223
-30.21446,-40.47448,0.0003157223
-30.03769,-40.31733,0.0003157223
-29.86091,-40.17979,0.0003157223
-29.68413,-40.06187,0.0003157223
-29.50735,-39.96358,0.0003157223
-29.33058,-39.8849,0.0003157223
-29.1538,-39.82584,0.0003157223
-28.97702,-39.78641,0.0003157223
-28.80025,-39.76659,0.0003157223
-28.62347,-39.76639,0.0003157223
-28.44669,-39.78582,0.0003157223
-28.26992,-39.82486,0.0003157223
-28.09314,-39.88352,0.0003157223
-27.91636,-39.96181,0.0003157223
-27.73959,-40.05971,0.0003157223
-27.56281,-40.17723,0.0003157223
-27.38603,-40.31438,0.0003157223
-27.20926,-40.47114,0.0003157223
-27.03248,-40.64753,0.0003157223
-26.8557,-40.84353,0.0003157223
-26.812,-41.01041,0.01703584
-26.45845,-40.65659,0.004003176
-26.1049,-40.30304,0.004003107
-25.75134,-39.94948,0.004003039
-25.39779,-39.59593,0.004002971
-25.04424,-39.24237,0.004002903
-24.69068,-38.88882,0.004002835
-24.33713,-38.53527,0.004002767
-23.98357,-38.18171,0.004002699
-23.63002,-37.82816,0.004002631
-23.27647,-37.47461,0.004002564
-23.09969,-37.31745,0.004002496
-22.92291,-37.17991,0.004002428
-22.74614,-37.062,0.004002361
-22.56936,-36.9637,0.004002293
-22.39258,-36.88502,0.004002226
-22.21581,-36.82597,0.004002159
-22.03903,-36.78653,0.004002091
-21.86225,-36.76671,0.004002024
-21.68547,-36.76651,0.004001957
-21.5087,-36.78594,0.00400189
-21.33192,-36.82498,0.004001823
-21.15514,-36.88364,0.004001756
-20.97837,-36.96193,0.00400169
-20.80159,-37.05983,0.004001623
-20.62481,-37.17736,0.004001556
-20.44804,-37.3145,0.004001489
-20.27126,-37.47126,0.004001423
-20.09448,-37.64765,0.004001357
-19.91771,-37.84365,0.00400129
-19.74093,-38.05927,0.004001224
-19.56415,-38.29452,0.004001158
-19.38737,-38.54938,0.004001091
-19.2106,-38.82386,0.004001025
-19.03382,-39.11797,0.004000959
-18.85704,-39.43169,0.004000893
-18.68027,-39.76503,0.004000827
-18.50349,-40.118,0.004000761
-18.14994,-39.76444,0.004000695
-17.79638,-39.41089,0.004000629
-17.44283,-39.05733,0.004000564
-17.08928,-38.70378,0.004000498
-16.73572,-38.35023,0.004000433
-16.38217,-37.99667,0.004000367
-16.02861,-37.64312,0.004000302
-15.67506,-37.28957,0.004000236
-15.32151,-36.93601,0.004000171
-14.96795,-36.58246,0.004000106
-14.79118,-36.4253,0.004000041
-14.6144,-36.28777,0.003999976
-14.43762,-36.16985,0.003999911
-14.26085,-36.07155,0.003999846
-14.08407,-35.99287,0.003999781
-13.90729,-35.93382,0.003999716
-13.73051,-35.89438,0.003999651
-13.55374,-35.87457,0.003999587
-13.37696,-35.87437,0.003999522
-13.20018,-35.89379,0.003999457
-13.02341,-35.93283,0.003999393
-12.84663,-35.9915,0.003999328
-12.66985,-36.06978,0.003999264
-12.49308,-36.16768,0.0039992
-12.3163,-36.28521,0.003999135
-12.13952,-36.42235,0.003999071
-11.96275,-36.57911,0.003999007
-11.78597,-36.7555,0.003998943
-11.60919,-36.9515,0.003998878
-11.43242,-37.16712,0.003998815
-11.25564,-37.40237,0.003998751
-11.07886,-37.65723,0.003998687
-10.90208,-37.93171,0.003998624
-10.72531,-38.22581,0.00399856
-10.54853,-38.53954,0.003998496
-10.37175,-38.87288,0.003998433
-10.19498,-39.22585,0.003998369
-10.0182,-39.59843,0.003998306
